arn,reconciliation_date,settlement_date,value_date,merchant_date,working_days,calendar_days
24234282189000756761818,2022-07-21,2022-08-05,2022-08-05,2022-08-05,0,15
24234282189000757251447,2022-07-28,2022-08-05,2022-08-05,2022-08-05,0,8
24234282189000759895894,2022-07-16,2022-08-05,2022-08-05,2022-08-05,0,20
24234282176000608545000,2022-07-09,2022-07-23,2022-07-25,2022-07-25,0,14
24234282178000628536524,2022-07-02,2022-07-25,2022-07-25,2022-07-25,0,23
24234282181000659091592,2022-07-14,2022-07-28,2022-07-28,2022-07-28,0,14
24234282183000683110945,2022-07-09,2022-07-31,2022-08-01,2022-08-01,0,22
24234282184000699043410,2022-07-14,2022-07-31,2022-08-01,2022-08-01,0,17
24234282189000750708385,2022-07-27,2022-08-05,2022-08-05,2022-08-05,0,9
24234282178000633128762,2022-07-20,2022-07-26,2022-07-26,2022-07-26,0,6
24234282183000687169087,2022-07-10,2022-07-31,2022-08-01,2022-08-01,0,21
24234282184000697785459,2022-07-14,2022-07-31,2022-08-01,2022-08-01,0,17
24234282171000561181509,2022-07-22,2022-07-24,2022-07-25,2022-07-25,0,2
24234282173000573110676,2022-07-19,2022-07-20,2022-07-20,2022-07-20,0,1
24234282177000615080883,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282182000676163720,2022-07-14,2022-07-29,2022-07-29,2022-07-29,0,15
24234282186000721578258,2022-07-15,2022-08-02,2022-08-02,2022-08-02,0,18
24234282188000745366639,2022-07-19,2022-08-04,2022-08-04,2022-08-04,0,16
24234282176000604679258,2022-07-12,2022-07-23,2022-07-25,2022-07-25,0,11
24234282188000747893424,2022-07-17,2022-08-04,2022-08-04,2022-08-04,0,18
24234282185000708965404,2022-07-20,2022-08-01,2022-08-01,2022-08-01,0,12
24234282188000744844248,2022-07-14,2022-08-04,2022-08-04,2022-08-04,0,21
24234282180000649666421,2022-07-20,2022-07-27,2022-07-27,2022-07-27,0,7
24234282185000701131251,2022-07-21,2022-08-01,2022-08-01,2022-08-01,0,11
24234282185000713129087,2022-07-12,2022-08-02,2022-08-02,2022-08-02,0,21
24234282188000743724367,2022-07-22,2022-08-04,2022-08-04,2022-08-04,0,13
24234282190000770294892,2022-07-28,2022-08-06,2022-08-08,2022-08-08,0,9
24234282173000576587029,2022-07-19,2022-07-20,2022-07-20,2022-07-20,0,1
24234282179000633247231,2022-07-07,2022-07-26,2022-07-26,2022-07-26,0,19
24234282179000636891779,2022-07-16,2022-07-26,2022-07-26,2022-07-26,0,10
24234282184000693742173,2022-07-29,2022-07-31,2022-08-01,2022-08-01,0,2
24234282187000735195494,2022-07-14,2022-08-03,2022-08-03,2022-08-03,0,20
24234282190000763619972,2022-07-15,2022-08-06,2022-08-08,2022-08-08,0,22
24234282172000571816010,2022-07-09,2022-07-20,2022-07-20,2022-07-20,0,11
24234282176000612075267,2022-07-08,2022-07-24,2022-07-25,2022-07-25,0,16
24234282179000635438739,2022-07-09,2022-07-26,2022-07-26,2022-07-26,0,17
24234282181000657126051,2022-07-03,2022-07-28,2022-07-28,2022-07-28,0,25
24234282181000659247251,2022-07-16,2022-07-28,2022-07-28,2022-07-28,0,12
24234282184000697728269,2022-07-09,2022-07-31,2022-08-01,2022-08-01,0,22
24234282188000739238430,2022-07-12,2022-08-04,2022-08-04,2022-08-04,0,23
24234282189000750886140,2022-07-23,2022-08-05,2022-08-05,2022-08-05,0,13
24234282179000634966854,2022-07-20,2022-07-26,2022-07-26,2022-07-26,0,6
24234282186000718837105,2022-07-12,2022-08-02,2022-08-02,2022-08-02,0,21
24234282189000756083312,2022-07-16,2022-08-05,2022-08-05,2022-08-05,0,20
24234282172000566790162,2022-07-02,2022-07-19,2022-07-19,2022-07-19,0,17
24234282175000600670468,2022-07-02,2022-07-22,2022-07-22,2022-07-22,0,20
24234282179000640906225,2022-07-09,2022-07-26,2022-07-26,2022-07-26,0,17
24234282174000583761491,2022-07-01,2022-07-21,2022-07-21,2022-07-21,0,20
24234282178000626961641,2022-07-20,2022-07-25,2022-07-25,2022-07-25,0,5
24234282180000651390316,2022-07-04,2022-07-27,2022-07-27,2022-07-27,0,23
24234282187000730307128,2022-07-15,2022-08-03,2022-08-03,2022-08-03,0,19
24234282187000734865345,2022-07-23,2022-08-03,2022-08-03,2022-08-03,0,11
24234282190000770112359,2022-07-20,2022-08-06,2022-08-08,2022-08-08,0,17
24234282173000582098078,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282180000652038971,2022-07-12,2022-07-27,2022-07-27,2022-07-27,0,15
24234282182000676235445,2022-07-26,2022-07-29,2022-07-29,2022-07-29,0,3
24234282183000682642674,2022-07-28,2022-07-30,2022-08-01,2022-08-01,0,2
24234282187000729530722,2022-07-16,2022-08-03,2022-08-03,2022-08-03,0,18
24234282187000734844373,2022-07-23,2022-08-03,2022-08-03,2022-08-03,0,11
24234282189000760462551,2022-07-21,2022-08-05,2022-08-05,2022-08-05,0,15
24234282190000769952591,2022-07-14,2022-08-06,2022-08-08,2022-08-08,0,23
24234282172000567594142,2022-07-09,2022-07-19,2022-07-19,2022-07-19,0,10
24234282189000760278783,2022-07-14,2022-08-05,2022-08-05,2022-08-05,0,22
24234282180000651857520,2022-07-07,2022-07-27,2022-07-27,2022-07-27,0,20
24234282182000679155897,2022-07-09,2022-07-30,2022-08-01,2022-08-01,0,21
24234282185000713122645,2022-07-16,2022-08-02,2022-08-02,2022-08-02,0,17
24234282189000756923558,2022-07-16,2022-08-05,2022-08-05,2022-08-05,0,20
24234282180000648892309,2022-07-07,2022-07-27,2022-07-27,2022-07-27,0,20
24234282183000685145162,2022-07-30,2022-08-01,2022-08-01,2022-08-01,0,2
24234282185000704855617,2022-07-09,2022-08-01,2022-08-01,2022-08-01,0,23
24234282185000706519740,2022-07-25,2022-08-01,2022-08-01,2022-08-01,0,7
24234282189000758612928,2022-07-16,2022-08-05,2022-08-05,2022-08-05,0,20
24234282190000763910462,2022-07-16,2022-08-06,2022-08-08,2022-08-08,0,21
24234282182000675405502,2022-07-17,2022-07-31,2022-08-01,2022-08-01,0,14
24234282188000742162148,2022-07-30,2022-08-04,2022-08-04,2022-08-04,0,5
24234282189000754349061,2022-07-16,2022-08-05,2022-08-05,2022-08-05,0,20
24234282190000764917573,2022-07-18,2022-08-06,2022-08-08,2022-08-08,0,19
24234282182000674400322,2022-07-26,2022-07-29,2022-07-29,2022-07-29,0,3
24234282186000714519152,2022-07-10,2022-08-02,2022-08-02,2022-08-02,0,23
24234282188000743131837,2022-07-20,2022-08-04,2022-08-04,2022-08-04,0,15
24234282172000563700487,2022-07-17,2022-07-19,2022-07-19,2022-07-19,0,2
24234282181000660252266,2022-07-09,2022-07-28,2022-07-28,2022-07-28,0,19
24234282188000738167317,2022-07-16,2022-08-04,2022-08-04,2022-08-04,0,19
24234282188000744555455,2022-07-20,2022-08-04,2022-08-04,2022-08-04,0,15
24234282189000760119144,2022-07-17,2022-08-07,2022-08-08,2022-08-08,0,21
24234282178000627088709,2022-07-16,2022-07-25,2022-07-25,2022-07-25,0,9
24234282182000673583698,2022-07-06,2022-07-29,2022-07-29,2022-07-29,0,23
24234282177000616291653,2022-07-06,2022-07-24,2022-07-25,2022-07-25,0,18
24234282172000565562604,2022-07-25,2022-07-27,2022-07-27,2022-07-27,0,2
24234282176000614692903,2022-07-03,2022-07-24,2022-07-25,2022-07-25,0,21
24234282178000633141468,2022-07-07,2022-07-26,2022-07-26,2022-07-26,0,19
24234282186000725585713,2022-07-18,2022-08-03,2022-08-03,2022-08-03,0,16
24234282180000650774312,2022-07-21,2022-07-27,2022-07-27,2022-07-27,0,6
24234282183000687214578,2022-07-08,2022-07-30,2022-08-01,2022-08-01,0,22
24234282183000689071430,2022-07-20,2022-07-30,2022-08-01,2022-08-01,0,10
24234282174000584640645,2022-07-01,2022-07-21,2022-07-21,2022-07-21,0,20
24234282177000615019048,2022-07-13,2022-07-24,2022-07-25,2022-07-25,0,11
24234282189000750829207,2022-07-16,2022-08-05,2022-08-05,2022-08-05,0,20
24234282190000764845618,2022-07-19,2022-08-06,2022-08-08,2022-08-08,0,18
24234282173000572793332,2022-07-05,2022-07-20,2022-07-20,2022-07-20,0,15
24234282177000621886059,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282182000671802660,2022-07-09,2022-07-31,2022-08-01,2022-08-01,0,22
24234282184000694032491,2022-07-07,2022-07-31,2022-08-01,2022-08-01,0,24
24234282185000701308123,2022-07-09,2022-08-01,2022-08-01,2022-08-01,0,23
24234282189000753598262,2022-07-19,2022-08-05,2022-08-05,2022-08-05,0,17
24234282177000616836309,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282183000679417205,2022-07-04,2022-07-30,2022-08-01,2022-08-01,0,26
24234282183000688496521,2022-07-07,2022-07-30,2022-08-01,2022-08-01,0,23
24234282179000633126898,2022-07-16,2022-07-26,2022-07-26,2022-07-26,0,10
24234282188000746988142,2022-07-27,2022-08-04,2022-08-04,2022-08-04,0,8
24234282182000669588982,2022-07-07,2022-07-29,2022-07-29,2022-07-29,0,22
24234282187000734063602,2022-07-17,2022-08-03,2022-08-03,2022-08-03,0,17
24234282174000582810588,2022-07-01,2022-07-21,2022-07-21,2022-07-21,0,20
24234282182000671076893,2022-07-09,2022-07-29,2022-07-29,2022-07-29,0,20
24234282186000719474486,2022-07-19,2022-08-02,2022-08-02,2022-08-02,0,14
24234282190000760051856,2022-07-23,2022-08-05,2022-08-05,2022-08-05,0,13
24234282180000648957243,2022-07-06,2022-07-27,2022-07-27,2022-07-27,0,21
24234282185000709931017,2022-07-20,2022-08-01,2022-08-01,2022-08-01,0,12
24234282189000755322919,2022-07-14,2022-08-05,2022-08-05,2022-08-05,0,22
24234282178000628420786,2022-07-24,2022-07-25,2022-07-25,2022-07-25,0,1
24234282186000718694019,2022-07-14,2022-08-02,2022-08-02,2022-08-02,0,19
24234282173000575206670,2022-07-09,2022-07-20,2022-07-20,2022-07-20,0,11
24234282175000593504724,2022-07-06,2022-07-22,2022-07-22,2022-07-22,0,16
24234282175000596558172,2022-07-03,2022-07-22,2022-07-22,2022-07-22,0,19
24234282177000621030393,2022-07-19,2022-07-24,2022-07-25,2022-07-25,0,5
24234282183000683656244,2022-07-19,2022-07-30,2022-08-01,2022-08-01,0,11
