arn,reconciliation_date,settlement_date,value_date,merchant_date,working_days,calendar_days
24234282163000491791849,2022-07-05,2022-07-10,2022-07-11,2022-07-11,0,5
24234282165000513022197,2022-07-08,2022-07-13,2022-07-13,2022-07-13,0,5
24234282220001220452100,2022-08-14,2022-09-05,2022-09-05,2022-09-05,0,22
24234282168000537968414,2022-06-25,2022-07-15,2022-07-15,2022-07-15,0,20
24234282196000841980549,2022-08-14,2022-08-15,2022-08-15,2022-08-15,0,1
24234282167000531381839,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282178000626313462,2022-07-02,2022-07-25,2022-07-25,2022-07-25,0,23
24234282185000710331025,2022-08-14,2022-08-16,2022-08-16,2022-08-16,0,2
24234282098000205182483,2022-04-27,2022-05-05,2022-05-05,2022-05-05,0,8
24234282104000223652766,2022-04-27,2022-05-12,2022-05-12,2022-05-12,0,15
24234282108000231536106,2022-04-27,2022-05-16,2022-05-16,2022-05-16,0,19
24234282161000477650961,2022-07-06,2022-07-08,2022-07-08,2022-07-08,0,2
24234282177000623528618,2022-07-02,2022-07-25,2022-07-25,2022-07-25,0,23
24234282067000125244626,2022-04-09,2022-04-11,2022-04-11,2022-04-11,0,2
24234282094000194209598,2022-04-20,2022-05-02,2022-05-02,2022-05-02,0,12
24234282094000195997233,2022-04-14,2022-05-02,2022-05-02,2022-05-02,0,18
24234282098000205029825,2022-04-12,2022-05-05,2022-05-05,2022-05-05,0,23
24234282124000284815050,2022-07-26,2022-07-28,2022-07-28,2022-07-28,0,2
24234282128000300514014,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282154000432781470,2022-07-12,2022-07-14,2022-07-14,2022-07-14,0,2
24234282166000516184399,2022-06-25,2022-07-13,2022-07-13,2022-07-13,0,18
24234282175000598316728,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282178000633211360,2022-07-02,2022-07-26,2022-07-26,2022-07-26,0,24
24234282070000133100971,2022-04-06,2022-04-08,2022-04-08,2022-04-08,0,2
24234282079000154838682,2022-04-02,2022-04-17,2022-04-18,2022-04-18,0,15
24234282141000355060353,2022-07-27,2022-07-29,2022-07-29,2022-07-29,0,2
24234282168000537019127,2022-06-22,2022-07-15,2022-07-15,2022-07-15,0,23
24234282170000554493938,2022-06-25,2022-07-17,2022-07-18,2022-07-18,0,22
24234282099000208769335,2022-04-14,2022-05-07,2022-05-09,2022-05-09,0,23
24234282076000148407472,2022-04-14,2022-04-16,2022-04-18,2022-04-18,0,2
24234282104000223371235,2022-07-07,2022-07-09,2022-07-11,2022-07-11,0,2
24234282139000342678980,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282153000423553111,2022-07-09,2022-07-11,2022-07-11,2022-07-11,0,2
24234282173000582110709,2022-07-01,2022-07-21,2022-07-21,2022-07-21,0,20
24234282076000147844642,2022-04-28,2022-04-30,2022-05-02,2022-05-02,0,2
24234282170000549138499,2022-07-03,2022-07-17,2022-07-18,2022-07-18,0,14
24234282169000545929068,2022-06-26,2022-07-16,2022-07-18,2022-07-18,0,20
24234282073000140263629,2022-04-21,2022-04-23,2022-04-25,2022-04-25,0,2
24234282107000230563474,2022-04-28,2022-05-16,2022-05-16,2022-05-16,0,18
24234282156000445617719,2022-07-14,2022-07-16,2022-07-18,2022-07-18,0,2
24234282167000523675933,2022-06-23,2022-07-14,2022-07-14,2022-07-14,0,21
24234282177000616836309,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282095000197927096,2022-04-27,2022-05-03,2022-05-03,2022-05-03,0,6
24234282154000427349457,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282166000513338113,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282168000534994496,2022-07-08,2022-07-15,2022-07-15,2022-07-15,0,7
24234282168000536736804,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282174000590656460,2022-06-30,2022-07-21,2022-07-21,2022-07-21,0,21
24234282056000106498921,2022-04-27,2022-04-29,2022-04-29,2022-04-29,0,2
24234282083000166181661,2022-04-01,2022-04-21,2022-04-22,2022-04-22,0,20
24234282097000204684290,2022-04-21,2022-05-05,2022-05-05,2022-05-05,0,14
24234282093000193434461,2022-04-12,2022-05-01,2022-05-02,2022-05-02,0,19
24234282170000554053385,2022-06-25,2022-07-17,2022-07-18,2022-07-18,0,22
24234282080000157865101,2022-04-21,2022-04-23,2022-04-25,2022-04-25,0,2
24234282086000173581256,2022-04-06,2022-04-24,2022-04-25,2022-04-25,0,18
24234282092000189774319,2022-04-05,2022-04-30,2022-05-02,2022-05-02,0,25
24234282169000546762369,2022-07-06,2022-07-16,2022-07-18,2022-07-18,0,10
24234282217001139706328,2022-08-14,2022-09-01,2022-09-01,2022-09-01,0,18
24234282087000176054664,2022-04-21,2022-04-25,2022-04-25,2022-04-25,0,4
24234282166000514514605,2022-07-13,2022-07-15,2022-07-15,2022-07-15,0,2
24234282168000538206517,2022-07-22,2022-07-24,2022-07-25,2022-07-25,0,2
24234282168000538348327,2022-07-18,2022-07-20,2022-07-20,2022-07-20,0,2
24234282170000553865615,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282216001127251254,2022-08-14,2022-09-01,2022-09-01,2022-09-01,0,18
24234282078000153701569,2022-04-23,2022-04-25,2022-04-25,2022-04-25,0,2
24234282168000532061660,2022-06-25,2022-07-15,2022-07-15,2022-07-15,0,20
24234282098000205903003,2022-04-20,2022-05-06,2022-05-06,2022-05-06,0,16
24234282170000554330726,2022-06-24,2022-07-17,2022-07-18,2022-07-18,0,23
24234282167000529214521,2022-06-25,2022-07-14,2022-07-14,2022-07-14,0,19
24234282168000532130556,2022-06-24,2022-07-17,2022-07-18,2022-07-18,0,23
24234282178000627298340,2022-07-02,2022-07-25,2022-07-25,2022-07-25,0,23
24234282075000145410819,2022-04-13,2022-04-15,2022-04-18,2022-04-18,0,2
24234282076000149676406,2022-07-07,2022-07-09,2022-07-11,2022-07-11,0,2
24234282147000385008350,2022-07-17,2022-07-19,2022-07-19,2022-07-19,0,2
24234282115000252267301,2022-04-30,2022-05-23,2022-05-23,2022-05-23,0,23
24234282170000548983770,2022-07-26,2022-07-28,2022-07-28,2022-07-28,0,2
24234282068000128200962,2022-04-14,2022-04-16,2022-04-18,2022-04-18,0,2
24234282133000321672562,2022-07-06,2022-07-08,2022-07-08,2022-07-08,0,2
24234282167000525220027,2022-07-27,2022-07-29,2022-07-29,2022-07-29,0,2
24234282166000516815406,2022-07-01,2022-07-13,2022-07-13,2022-07-13,0,12
24234282166000516815406,2022-07-01,2022-07-13,2022-07-13,2022-07-13,0,12
24234282166000519973301,2022-06-23,2022-07-13,2022-07-13,2022-07-13,0,20
24234282169000547005354,2022-06-25,2022-07-16,2022-07-18,2022-07-18,0,21
24234282177000617921167,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282067000126943838,2022-04-14,2022-04-16,2022-04-18,2022-04-18,0,2
24234282169000540137501,2022-06-28,2022-07-16,2022-07-18,2022-07-18,0,18
24234282114000250448334,2022-04-29,2022-05-23,2022-05-23,2022-05-23,0,24
24234282158000460245535,2022-07-09,2022-07-11,2022-07-11,2022-07-11,0,2
24234282167000523280528,2022-06-25,2022-07-14,2022-07-14,2022-07-14,0,19
24234282068000129791019,2022-04-13,2022-04-15,2022-04-18,2022-04-18,0,2
24234282157000448013204,2022-07-01,2022-07-04,2022-07-04,2022-07-04,0,3
24234282166000518033321,2022-07-01,2022-07-13,2022-07-13,2022-07-13,0,12
24234282166000518033321,2022-07-01,2022-07-13,2022-07-13,2022-07-13,0,12
24234282221001225477440,2022-08-14,2022-09-06,2022-09-06,2022-09-06,0,23
24234282073000140329883,2022-04-21,2022-04-23,2022-04-25,2022-04-25,0,2
24234282096000201706410,2022-04-27,2022-05-04,2022-05-04,2022-05-04,0,7
24234282148000390003825,2022-07-29,2022-07-31,2022-08-01,2022-08-01,0,2
24234282154000430949723,2022-07-12,2022-07-14,2022-07-14,2022-07-14,0,2
24234282161000478765768,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282171000558354358,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282090000184751231,2022-04-09,2022-04-28,2022-04-28,2022-04-28,0,19
24234282081000160638007,2022-04-05,2022-04-19,2022-04-19,2022-04-19,0,14
24234282119000265931808,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282075000145917847,2022-04-22,2022-04-24,2022-04-25,2022-04-25,0,2
24234282094000196500929,2022-04-20,2022-05-02,2022-05-02,2022-05-02,0,12
24234282097000203653437,2022-04-13,2022-05-05,2022-05-05,2022-05-05,0,22
24234282161000483216625,2022-07-09,2022-07-11,2022-07-11,2022-07-11,0,2
24234282169000547628627,2022-07-19,2022-07-21,2022-07-21,2022-07-21,0,2
24234282080000157901898,2022-04-07,2022-04-18,2022-04-18,2022-04-18,0,11
24234282083000166151847,2022-04-01,2022-04-21,2022-04-22,2022-04-22,0,20
24234282107000229441773,2022-04-28,2022-05-15,2022-05-16,2022-05-16,0,17
24234282105000225529961,2022-04-28,2022-05-13,2022-05-13,2022-05-13,0,15
24234282170000554022505,2022-07-02,2022-07-17,2022-07-18,2022-07-18,0,15
24234282170000554022505,2022-07-02,2022-07-17,2022-07-18,2022-07-18,0,15
24234282177000621082972,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282217001162546021,2022-08-14,2022-09-02,2022-09-02,2022-09-02,0,19
24234282102000217707438,2022-04-17,2022-05-10,2022-05-10,2022-05-10,0,23
24234282102000218059482,2022-04-22,2022-05-10,2022-05-10,2022-05-10,0,18
24234282171000558690249,2022-06-28,2022-07-18,2022-07-18,2022-07-18,0,20
24234282102000217387728,2022-04-19,2022-05-10,2022-05-10,2022-05-10,0,21
24234282116000255358965,2022-04-29,2022-05-24,2022-05-24,2022-05-24,0,25
24234282129000304286709,2022-07-01,2022-07-03,2022-07-04,2022-07-04,0,2
24234282086000173956771,2022-04-28,2022-04-30,2022-05-02,2022-05-02,0,2
24234282147000384533978,2022-07-08,2022-07-10,2022-07-11,2022-07-11,0,2
24234282074000142398836,2022-04-05,2022-04-12,2022-04-12,2022-04-12,0,7
24234282087000176226403,2022-04-26,2022-04-28,2022-04-28,2022-04-28,0,2
24234282164000503721643,2022-07-22,2022-07-24,2022-07-25,2022-07-25,0,2
24234282123000280092606,2022-07-01,2022-07-03,2022-07-04,2022-07-04,0,2
24234282153000423764809,2022-07-07,2022-07-09,2022-07-11,2022-07-11,0,2
24234282154000428851220,2022-07-07,2022-07-09,2022-07-11,2022-07-11,0,2
24234282170000554014478,2022-07-07,2022-07-17,2022-07-18,2022-07-18,0,10
24234282166000515135491,2022-06-29,2022-07-13,2022-07-13,2022-07-13,0,14
24234282198000866432317,2022-08-14,2022-08-15,2022-08-15,2022-08-15,0,1
24234282218001170088031,2022-08-14,2022-09-04,2022-09-05,2022-09-05,0,21
24234282168000534453097,2022-07-14,2022-07-15,2022-07-15,2022-07-15,0,1
24234282169000540653788,2022-07-09,2022-07-16,2022-07-18,2022-07-18,0,7
24234282168000537323958,2022-06-25,2022-07-15,2022-07-15,2022-07-15,0,20
24234282188000743119519,2022-08-14,2022-08-16,2022-08-16,2022-08-16,0,2
24234282221001233593592,2022-08-14,2022-09-06,2022-09-06,2022-09-06,0,23
24234282109000235055714,2022-04-28,2022-05-17,2022-05-17,2022-05-17,0,19
24234282085000170123814,2022-04-15,2022-04-22,2022-04-22,2022-04-22,0,7
24234282086000173984260,2022-04-22,2022-04-24,2022-04-25,2022-04-25,0,2
24234282167000531453448,2022-07-05,2022-07-15,2022-07-15,2022-07-15,0,10
24234282177000617795876,2022-07-02,2022-07-24,2022-07-25,2022-07-25,0,22
24234282086000173570200,2022-04-08,2022-04-24,2022-04-25,2022-04-25,0,16
24234282058000111029776,2022-04-15,2022-04-17,2022-04-18,2022-04-18,0,2
24234282105000224697421,2022-04-24,2022-05-15,2022-05-16,2022-05-16,0,21
24234282168000536866775,2022-07-27,2022-07-29,2022-07-29,2022-07-29,0,2
24234282220001207903778,2022-08-14,2022-09-05,2022-09-05,2022-09-05,0,22
24234282178000631076328,2022-08-14,2022-08-16,2022-08-16,2022-08-16,0,2
24234282090000184342478,2022-04-28,2022-04-30,2022-05-02,2022-05-02,0,2
24234282170000554559522,2022-07-04,2022-07-17,2022-07-18,2022-07-18,0,13
24234282174000590466597,2022-06-30,2022-07-21,2022-07-21,2022-07-21,0,21
24234282107000229740026,2022-04-27,2022-05-15,2022-05-16,2022-05-16,0,18
24234282134000325233972,2022-07-03,2022-07-05,2022-07-05,2022-07-05,0,2
24234282172000563554306,2022-06-26,2022-07-19,2022-07-19,2022-07-19,0,23
24234282172000567731264,2022-06-30,2022-07-19,2022-07-19,2022-07-19,0,19
24234282071000134874201,2022-04-29,2022-05-01,2022-05-02,2022-05-02,0,2
24234282077000151043999,2022-04-07,2022-04-15,2022-04-18,2022-04-18,0,8
24234282106000226656770,2022-04-27,2022-05-15,2022-05-16,2022-05-16,0,18
24234282170000552904845,2022-06-28,2022-07-17,2022-07-18,2022-07-18,0,19
24234282157000451348802,2022-07-05,2022-07-07,2022-07-07,2022-07-07,0,2
24234282084000169720043,2022-04-05,2022-04-22,2022-04-22,2022-04-22,0,17
24234282108000230545678,2022-04-27,2022-05-16,2022-05-16,2022-05-16,0,19
24234282161000481299953,2022-07-19,2022-07-21,2022-07-21,2022-07-21,0,2
24234282164000500096759,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282166000519371209,2022-06-30,2022-07-13,2022-07-13,2022-07-13,0,13
24234282173000578640966,2022-06-29,2022-07-20,2022-07-20,2022-07-20,0,21
24234282107000228938092,2022-04-28,2022-05-15,2022-05-16,2022-05-16,0,17
24234282062000116954642,2022-04-02,2022-04-04,2022-04-04,2022-04-04,0,2
24234282080000157848685,2022-04-06,2022-04-18,2022-04-18,2022-04-18,0,12
24234282166000512947344,2022-06-25,2022-07-13,2022-07-13,2022-07-13,0,18
24234282166000522252107,2022-06-23,2022-07-14,2022-07-14,2022-07-14,0,21
24234282171000557844524,2022-06-28,2022-07-18,2022-07-18,2022-07-18,0,20
24234282175000598956101,2022-07-01,2022-07-24,2022-07-25,2022-07-25,0,23
24234282193000802698182,2022-08-14,2022-08-16,2022-08-16,2022-08-16,0,2
24234282089000181523230,2022-04-05,2022-04-27,2022-04-27,2022-04-27,0,22
24234282171000560222932,2022-06-28,2022-07-18,2022-07-18,2022-07-18,0,20
24234282142000358710276,2022-07-02,2022-07-04,2022-07-04,2022-07-04,0,2
24234282155000440992977,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282161000477538315,2022-07-29,2022-07-31,2022-08-01,2022-08-01,0,2
24234282171000563128540,2022-06-28,2022-07-19,2022-07-19,2022-07-19,0,21
24234282179000640633548,2022-07-02,2022-07-26,2022-07-26,2022-07-26,0,24
24234282168000540328416,2022-06-25,2022-07-16,2022-07-18,2022-07-18,0,21
24234282135000329253371,2022-07-22,2022-07-24,2022-07-25,2022-07-25,0,2
24234282166000518577202,2022-06-30,2022-07-14,2022-07-14,2022-07-14,0,14
24234282071000136040298,2022-04-12,2022-04-14,2022-04-14,2022-04-14,0,2
24234282087000175003712,2022-04-14,2022-04-25,2022-04-25,2022-04-25,0,11
24234282104000223008175,2022-04-23,2022-05-12,2022-05-12,2022-05-12,0,19
24234282170000551360486,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282074000143699547,2022-04-20,2022-04-22,2022-04-22,2022-04-22,0,2
24234282094000195154546,2022-04-20,2022-05-02,2022-05-02,2022-05-02,0,12
24234282170000552764991,2022-06-25,2022-07-17,2022-07-18,2022-07-18,0,22
24234282060000113071020,2022-04-19,2022-04-21,2022-04-22,2022-04-22,0,2
24234282169000547721042,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282171000556925761,2022-07-16,2022-07-18,2022-07-18,2022-07-18,0,2
24234282165000506213126,2022-06-28,2022-07-12,2022-07-12,2022-07-12,0,14
24234282165000507452723,2022-06-28,2022-07-12,2022-07-12,2022-07-12,0,14
24234282107000229991678,2022-04-30,2022-05-15,2022-05-16,2022-05-16,0,15
24234282163000496373205,2022-07-02,2022-07-10,2022-07-11,2022-07-11,0,8
24234282137000336268618,2022-07-23,2022-07-25,2022-07-25,2022-07-25,0,2
24234282172000569432929,2022-07-01,2022-07-19,2022-07-19,2022-07-19,0,18
24234282219001190687803,2022-08-14,2022-09-04,2022-09-05,2022-09-05,0,21
24234282044000087339990,2022-04-02,2022-04-04,2022-04-04,2022-04-04,0,2
24234282172000569776416,2022-06-26,2022-07-19,2022-07-19,2022-07-19,0,23
24234282172000565359571,2022-06-28,2022-07-19,2022-07-19,2022-07-19,0,21
24234282174000586362990,2022-08-14,2022-08-16,2022-08-16,2022-08-16,0,2
24234282157000451700176,2022-07-21,2022-07-23,2022-07-25,2022-07-25,0,2
24234282157000453035126,2022-07-13,2022-07-15,2022-07-15,2022-07-15,0,2
24234282168000535639991,2022-06-28,2022-07-15,2022-07-15,2022-07-15,0,17
